branch_id,topics,ending
2723,Trump's age - Criticism of Harris - Mainstream media criticism,disagreement
2724,Trump's age - Biden's performance - 2024 election - Rally attendance,disagreement
2725,Trump's age - Kamala Harris's performance - Campaign rallies,disagreement
2726,Trump's age - Kamala Harris's performance - 2024 election,disagreement
2727,political figures' performance - election prospects - criticism of Biden/Harris,disagreement
2728,Trump's age - Kamala Harris' performance - 2024 election predictions,disagreement
2729,Trump's age - Political rally attendance - 2024 election predictions,disagreement
2730,political candidate's age - rally attendance - election outcomes - insults,disagreement
2731,Trump's age - Biden's performance - Political criticism - Election prospects,disagreement
2732,Trump's age - Biden's performance - Political insults,disagreement
2733,Trump's age - Kamala Harris's performance - 2024 election predictions,disagreement
2734,Trump's age - Campaign rally attendance - Political insults,disagreement
2735,Trump's age - Kamala Harris performance - Rally attendance,disagreement
2736,candidate popularity - rally attendance - election outcome predictions,disagreement
2737,candidate popularity - rally attendance - election outcome prediction,disagreement
2738,Trump's age - Biden's performance - 2024 election prospects,disagreement
2739,Trump's age - Kamala Harris's performance - 2024 election prospects,disagreement
2740,Trump's age - Harris' performance - Political insults,disagreement
2741,Trump's age - Kamala Harris' performance - Political endorsements - Social media engagement,inconclusive
2742,Trump's stamina - Kamala Harris's rallies - Political insults,disagreement
2743,Trump's age - Biden's performance - Election outcomes prediction,disagreement
2744,Trump's age - Campaign performance - Political insults,disagreement
2745,Trump's age - Biden's performance - Voter engagement,disagreement
2746,Trump's age - Kamala Harris criticism - Rally attendance,disagreement
2747,Trump's age - Biden's performance - Political rallies criticism,disagreement
2748,Trump's popularity - Biden's performance - Election outcome prediction,disagreement
2749,Trump's age - Biden's performance - Rally attendance - 2024 election,disagreement
2750,Trump's age - Harris' performance - Rally attendance,disagreement
2751,campaigning frequency - Trump's age - Harris's performance,disagreement
2752,Trump's age - Harris' performance - 2024 election predictions,disagreement
2753,Trump's age - Harris's performance - Election outcome predictions,disagreement
2754,Trump's age - Harris's performance - Election outcome predictions,inconclusive
2755,Trump's age - Kamala Harris criticism - Political insults,disagreement
2756,Trump's age - Political rallies - 2024 election - Harris' performance,disagreement
2757,political figures' performance - rally attendance - election outcome prediction,disagreement
2758,Trump's age - Harris's performance - 2024 election predictions,disagreement
2759,Trump's age - Kamala Harris' performance - Rally attendance,disagreement
2760,Trump's age - Harris' performance - Rally attendance,disagreement
2761,candidate's age - rally attendance - election outcome - communication style criticism,disagreement
2762,Trump's age - Kamala Harris criticism - 2024 election predictions,disagreement
2763,Trump's age - Kamala Harris criticism - Political insults,disagreement
2764,Trump's age - Harris's performance - 2024 election predictions,disagreement
2765,Trump's age - Harris's performance - 2024 election - rally attendance,disagreement
2766,Trump's age - Kamala Harris' performance - Political rallies,disagreement
2767,Trump's age - Political division - Media bias - Candidate's popularity,inconclusive
2768,political viability - candidate performance - rally attendance,disagreement
2769,Trump's age - Biden's performance - Political rally attendance,disagreement
2770,political candidate performance - rally attendance - election outcome prediction,disagreement
2771,Trump's age - Harris' performance - 2024 election predictions,disagreement
2772,Trump's age - Political rally attendance - Criticism of Harris - Michigan weather,disagreement
2773,Trump's age - Harris's performance - Audience engagement - Rally attendance,disagreement
2774,Trump's age - Biden's performance - 2024 election,disagreement
2775,Trump's age - Kamala Harris's performance - Media bias - 2024 election,disagreement
2776,Trump's age - Campaign rallies - 2024 election outcome,disagreement
2777,Trump's age - Political rallies - 2024 election,disagreement
2778,Trump's age - Biden's performance - Electoral prospects - Political insults,disagreement
2779,Trump's age - Kamala Harris's performance - 2024 election outcome - Social media insults,inconclusive
2780,Trump's age - Biden's performance - 2024 election prospects,disagreement
2781,Trump's age - Biden's performance - Rally attendance - 2024 election outcome,inconclusive
2782,political campaign - candidate performance - rally attendance - election outcome prediction,disagreement
2783,political candidate's performance - rally attendance - election outcome prediction,disagreement
2784,Trump's popularity - Political rally attendance - 2024 election prospects,disagreement
2785,Trump's age - Kamala Harris' performance - 2024 election,disagreement
2786,Trump's age - Biden's performance - 2024 election,disagreement
2787,Trump's age - Harris's performance - Political rally attendance,disagreement
2788,Trump's age - Harris's performance - 2024 election,disagreement
2789,Trump's age - Harris' performance - 2024 election prospects,disagreement
2790,election outcome - candidate performance - criticism of candidates - voter perception,disagreement
2791,Trump's age - Campaign performance comparisons - 2024 election outcome speculation,disagreement
2792,Trump's age - Campaign performance - Rally attendance - Political insults,disagreement
2793,Trump's age - Kamala Harris's performance - 2024 election predictions,disagreement
2794,Trump rally attendance - Trump's age - Trump's health,disagreement
2795,YouTube views - view count comparison - healthy competition,inconclusive
2796,Trump interview views - Media bias - Trump's claims,disagreement
2797,Time zone - Global viewership - Moroccan-Israeli relations,inconclusive
2798,MAGA store - Trump 2024 support - local Trump displays,inconclusive
2799,childhood location - Rhode Island - pizza,agreement
2800,travel - London - weather,agreement
2801,Australian slang - American regional dialects - Cultural differences,inconclusive
2802,personal insults - sexual orientation - online interactions,disagreement
2803,podcast length - credibility of claims - Trump's actions/statements - critical thinking,disagreement
2804,podcast length - Trump's credibility - political accusations - Israeli-Palestinian conflict,disagreement
2805,interview style - truth in journalism - Trump's statements - adversarial journalism,disagreement
2806,Trump-Epstein connection - flight logs - rental of airplane,disagreement
2807,Trump-Epstein connection - Flight log - Alleged Democrat involvement,inconclusive
2808,Trump-Epstein connection - Flight log presence - Political endorsements,disagreement
2809,Trump-Epstein association - Flight logs - Political endorsements,disagreement
2810,Trump-Epstein relationship - Flight log - Accusation of lying,disagreement
2811,Trump-Epstein connection - Flight log - Accusation of lying - List of powerful Democrats,disagreement
2812,Trump-Epstein association - Flight log claims - List of names,disagreement
2813,Trump-Epstein association - Flight logs - Accusations of lying,disagreement
2814,Trump-Epstein connection - Flight logs - Political accountability,inconclusive
2815,Trump plane rental - Epstein plane ownership - Debunking claims - Online research,disagreement
2816,Epstein flight logs - Trump plane rental - Research methodology,inconclusive
2817,Trump's comments on file release - Trump-Epstein flight logs - Burden of proof,inconclusive
2818,Trump quote - file release - evidence for claim,inconclusive
2819,Trump's quote - releasing files - burden of proof,inconclusive
2820,Trump-Epstein flight logs - Disinformation claims - Allegations of being a bot,disagreement
2821,Trump-Epstein flights - Flight logs - Accusations of being a bot - Spelling correction,disagreement
2822,missing lake - location misunderstanding - water access,inconclusive
2823,missing lake - video content - lake's comeback,inconclusive
2824,Tulare Lake - California history - lake draining,inconclusive
2825,location sharing - Charleston - James Island,inconclusive
2826,political interference - living in the US - identity politics,inconclusive
2827,election interference - user location - human flourishing,agreement
2828,police brutality - police accountability - systemic racism,disagreement
2829,tariff impact - US consumer tax - trade policy,disagreement
2830,Trump supporters - lightbulb joke - political insults,disagreement
2831,video playback speed - YouTube settings - screen recording,agreement
2832,Rogan's political stance - Trudeau's performance - US/Canada relations,disagreement
2833,view count - communication skills - candidate evaluation - Trump criticism - Kamala Harris criticism,disagreement
2834,Trump's plans - Bot accusations - Political predictions,inconclusive
2835,political preferences - Kamala Harris - Trump 2024,disagreement
2836,political commentary - Kamala Harris - reactionaries,inconclusive
2837,political polls - Kamala Harris - election outcomes,disagreement
2838,political support - Kamala Harris - poll results,disagreement
2839,political opinions - Kamala Harris - election polls,disagreement
2840,reaction to Kamala Harris - comparison to Trump - political alignment,inconclusive
2841,political commentary - Trump 2024 - media bias,disagreement
2842,user profile - online behavior - personal insults,disagreement
2843,user insults - profile picture - political identity,disagreement
2844,User interactions - Interview length - Trump's supporters,inconclusive
2845,YouTube comments - User profile pictures - Interview duration - Trump's supporters,disagreement
2846,User profile picture - Interview length - Trump's supporters - Accusations of being a bot,inconclusive
2847,user interactions - Trump criticism - K-pop idol,disagreement
2848,User profile pictures - Interview length - Accusations of delusion,disagreement
2849,online profile - interview length - political views - personal attacks,disagreement
2850,Trump's popularity - Media bias - Voter consensus,disagreement
2851,Trump support - Call Her Daddy podcast - Political campaigning - Dislike ratio,disagreement
2852,comment section - Trump support - video dislikes - audience demographics,disagreement
2853,Trump support - Media bias - Political echo chambers,disagreement
2854,Trump support - Criticism of podcast - Echo chamber accusations,disagreement
2855,Trump supporters - Echo chamber - Political views - Audience demographic,disagreement
2856,Trump support - echo chamber accusations - political views,disagreement
2857,Trump support - Social media reaction - Audience demographics - Political opinions,disagreement
2858,Trump interview - Viewer reactions - Political affiliation - Social media engagement,disagreement
2859,YouTube dislikes - dislike count visibility - Harris campaign,inconclusive
2860,comment section - accusations - tone,disagreement
2861,YouTube dislikes - political polls - echo chamber,disagreement
2862,comment section infiltration - political shilling accusations - agreeing/disagreeing on comments,inconclusive
2863,comment section engagement - accusations of shilling - political alignment,disagreement
2864,comment section infiltration - accusations of shilling - disagreement on meaning,disagreement
2865,comment section infiltration - accusations of shilling - video dislike ratio,disagreement
2866,Comment section infiltration - Political candidate criticism - Echo chamber accusations,disagreement
2867,Comment section behavior - Accusations of shilling - Video reception,disagreement
2868,Comment section purpose - Political alignment - Accusations of bias,disagreement
2869,Comment section infiltration - Echo chamber accusations - Political shilling,disagreement
2870,comment section engagement - political disagreement - accusations of shilling,disagreement
2871,US election polls - Trump 2024 support - Kamala Harris's prospects,disagreement
2872,US elections - Australian polls - Trump 2024 - religious testimony,inconclusive
2873,US elections - Australian polls - Trump 2024,disagreement
2874,view count comparison - insulting comments - political viewpoints,inconclusive
2875,view count comparison - insulting comments - political opinions - Trump's future,disagreement
2876,video views comparison - political insults - Trump's future,inconclusive
2877,insulting language - personal attacks - tone of conversation,disagreement
2878,Trump support - YouTube video views - user maturity,disagreement
2879,MAGA support - political disagreement - user opinions,disagreement
2880,Harris campaign spending - YouTube video views - Campaign-approved questions,inconclusive
2881,Selective Service - Draft eligibility - Recruitment challenges - Mandatory registration,disagreement
2882,Selective service - Gender roles - Draft avoidance - Trump's draft history,inconclusive
2883,Selective Service - Draft registration - Gender inequality - Enforcement of laws,disagreement
2884,Selective service - Reproductive rights - Ukraine war - Political affiliation,disagreement
2885,Selective service - Reproductive rights - Political endorsements - Ukraine war,disagreement
2886,Selective Service - Abortion ban claims - Political endorsements,disagreement
2887,Selective Service - Reproductive rights - Political endorsements - Ukraine War - Gendered laws,disagreement
2888,Selective Service - Reproductive rights - Political affiliation - War - Voting,disagreement
2889,Selective Service - Reproductive rights - Trump's position on war - Political endorsements,disagreement
2890,Selective Service - Ukraine War - Political endorsements,disagreement
2891,Selective Service - Draft resistance - Patriotism - Anti-establishment sentiment,disagreement
2892,selective service - draft - military service motivation - political divides,disagreement
2893,Selective Service - Military service - Gender roles in military - Abortion debate,disagreement
2894,Selective Service - Military Draft - Draft Reinstatement,disagreement
2895,Selective Service - Gender roles - Equality in voting,disagreement
2896,Selective service - Abortion access - Draft concerns - Political arguments,disagreement
2897,Selective Service - Abortion access - Gender equality in law,disagreement
2898,Selective service - Mortality rates - Pregnancy mortality - COVID impact,inconclusive
2899,economic concerns - abortion access - gender definition,disagreement
2900,tone-deaf interview - criticism of Trump - abortion debate - reproductive health - gendered insults,disagreement
2901,interview tone - women's deaths - incel accusation,disagreement
2902,Interview tone - Violence against women - Personal insults,disagreement
2903,vaccine mandates - body autonomy - comment quality,inconclusive
2904,vaccine mandates - Kamala Harris - Donald Trump - political views,inconclusive
2905,vaccine mandates - body autonomy - draft registration,inconclusive
2906,vaccine mandates - abortion debate - Kamala Harris' actions - religious connection,disagreement
2907,vaccine mandates - body autonomy - Kamala Harris' actions - Kamala Harris' motivations,disagreement
2908,vaccine mandates - reproductive freedoms - intelligence assessment,disagreement
2909,vaccine mandates - reproductive freedom - personal attacks,disagreement
2910,vaccine mandates - body autonomy - personal choice,disagreement
2911,vaccine mandates - bodily autonomy - abortion debate,disagreement
2912,vaccine mandates - personal choice - COVID-19 impact,inconclusive
2913,Podcast viewership - Harris podcast invite - Rogan's audience,inconclusive
2914,Rogan podcast views - Trump's media appearances - Political victory claims,disagreement
2915,Podcast viewership - Joe Rogan's audience - Political figures on podcasts,inconclusive
2916,Rogan podcast views - Harris podcast invite - Podcast audience comparison,inconclusive
2917,Podcast viewership - Harris podcast invite - Rogan's audience,disagreement
2918,Joe Rogan's political leanings - Trump's popularity - Podcast audience size,disagreement
2919,podcast viewership - Trump podcast views - Harris podcast invite,inconclusive
2920,Trump's views - Podcast invite - Election claims,disagreement
2921,Podcast viewership - Rogan interview fairness - Political rally impact,inconclusive
2922,podcast views - Rogan's political leanings - 2020 election claims,disagreement
2923,podcast viewership - Rogan's political leanings - Biden's 2020 campaign,inconclusive
2924,podcast viewership - Rogan's political leanings - Biden's 2020 campaign - political views,disagreement
2925,Rogan podcast views - Harris podcast invite - Biden's 2020 election,disagreement
2926,Podcast views comparison - Rogan's political leanings - Biden's 2020 election,disagreement
2927,Podcast viewership - Rogan's audience - Harris podcast invite - Trump's campaign,inconclusive
2928,video views - Trump supporters - election outcome,inconclusive
2929,echo chamber - irony - comment section as reality,disagreement
2930,echo chamber - irony - bullying techniques,inconclusive
2931,podcast popularity - podcast stats - political deflection,inconclusive
2932,podcast popularity - Call Her Daddy podcast - podcast listenership numbers,inconclusive
2933,Podcast popularity - Podcast audience reach - Podcast credibility,disagreement
2934,podcast popularity - podcast subscriber count - Edison Research data,disagreement
2935,podcast popularity - podcast rankings - Joe Rogan podcast,inconclusive
2936,Trump's return - Media bias - Political insults,disagreement
2937,election results - media bias - political figures return,disagreement
2938,election results - media credibility - political figures,disagreement
2939,election results - media credibility - political figures,disagreement
2940,Trump's return - Election outcome - Coping with loss,inconclusive
2941,comment section censorship - political affiliation - accusations of bias,disagreement
2942,women's rights - step-parent rights - parental rights,inconclusive
2943,abortion ban - women's rights - Trump's stance,disagreement
2944,women's rights - abortion - podcast content,disagreement
2945,Kamala Harris - political criticism - hateful comments,disagreement
2946,Kamala Harris - comment section moderation - Candace Owens interview,inconclusive
2947,Kamala Harris's impact - Political insults - Candace Owens interview,disagreement
2948,Kamala Harris - political podcast subscribers - Candace Owens interview,disagreement
2949,Kamala Harris criticism - Podcast popularity - Political insults - Candace Owens interview,disagreement
2950,Kamala Harris - Candace Owens - political insults,disagreement
2951,Kamala Harris - podcast viewership - political insults - abortion debate - Candace Owens,disagreement
2952,Kamala Harris - abortion debate - political insults,disagreement
2953,Kamala Harris - political insults - abortion debate - Candace Owens,disagreement
2954,Kamala Harris - abortion debate - political interviews,disagreement
2955,Kamala Harris podcast impact - abortion views - Candace Owens interview - political polarization,disagreement
2956,Kamala Harris - Candace Owens - Hateful comments - Media interviews,disagreement
2957,military draft - veteran treatment - abortion rights - definition of war - enlistment numbers,disagreement
2958,Draft - Military enlistment - War vs. police action - Bodily autonomy - Reproductive rights,disagreement
2959,Draft history - Military enlistment - War declaration definition - Abortion rights debate,inconclusive
2960,draft - military enlistment - war declaration,inconclusive
2961,Draft controversy - Military service - Abortion rights - Roe v. Wade - Volunteer military,disagreement
2962,Draft - Volunteer military - Abortion rights - Roe v. Wade,disagreement
2963,military draft - abortion rights - volunteer military,disagreement
2964,Military draft - Abortion rights - Volunteer military - Roe v. Wade,disagreement
2965,Draft - Abortion rights - Volunteer military vs. mandatory service,disagreement
2966,Military draft - Veterans' benefits - Abortion rights - Constitutional rights,disagreement
2967,Military draft - Abortion rights - Volunteer military,inconclusive
2968,Military draft - Abortion rights - Volunteer military,disagreement
2969,draft - veterans' rights - abortion rights - Roe v. Wade - COVID-19 vaccine,disagreement
2970,Military draft - Veterans' benefits - Abortion rights - Roe v. Wade - Bodily autonomy,disagreement
2971,Draft arguments - Abortion rights - Volunteer military - Roe v Wade,disagreement
2972,Military draft - Veterans' benefits - Abortion rights - Roe v. Wade - Bodily autonomy,disagreement
2973,Military draft - Abortion rights - Bodily autonomy - Roe v Wade,inconclusive
2974,military draft - compulsory service - gender roles in military,inconclusive
2975,military draft - men's bodily autonomy - Trump's draft stance - abortion debate,disagreement
2976,military draft - men's bodily autonomy - pro-life stance - criticism of arguments,disagreement
2977,Military Draft - Selective Service - Bodily autonomy,disagreement
2978,military draft - compulsory service - government control over body - Muhammad Ali,inconclusive
2979,mandatory military service - abortion access - contraception - rape exceptions,disagreement
2980,military draft - selective service - military recruitment - abortion debate - parental rights,inconclusive
2981,military draft - Selective Service Act - abortion legislation,disagreement
2982,draft - anti-abortion laws - women's rights - selective service - gender inequality,disagreement
2983,mandatory military service - gender equality - voting rights - draft inequality,agreement
2984,interview avoidance - hard questions - Trump's interview cancellation,agreement
2985,interview choices - debate moderation - Trump's media appearances - fact-checking,disagreement
2986,interview choices - media bias - debate participation - Harris' press conferences,disagreement
2987,interview choices - debate moderation - media bias - Trump's communication style,disagreement
2988,Interview refusals - Media interview bias - Trump's press appearances - Fact-checking concerns,disagreement
2989,interview choices - debate moderation - Trump's interview frequency,disagreement
2990,interview choices - Trump's media appearances - Kamala Harris press conferences,disagreement
2991,Interview refusals - Debate moderation - Fact-checking media - Candidate hypocrisy,disagreement
2992,Interview choices/platforms - Debate moderation - Fact-checking of candidates - Trump's communication style - Thurman family case,inconclusive
2993,Interview choices - Debate moderation - Fact-checking claims - Candidate accountability,disagreement
2994,Interview choices - Debate moderation - Fact-checking practices - Candidate interview frequency,disagreement
2995,Media bias - Fact-checking - Candidate interviews - Trump debate appearances,disagreement
2996,interview choices - debate moderation - fact-checking - media bias,disagreement
2997,interview choices - media bias - debate moderation - fact-checking,disagreement
2998,Interview choices - Fact-checking - Media bias - Debate moderation,disagreement
2999,interview choices - debate moderation - fact-checking - media bias - Trump's interviews,inconclusive
3000,Interview choices - Fact-checking in media - Candidate debate strategies,disagreement
3001,Interview choices - Media fact-checking - Political hypocrisy,disagreement
3002,media bias - candidate interviews - fact-checking - Trump's press conferences,disagreement
3003,interview refusals - media fact-checking - candidate debate behavior,disagreement
3004,Interview refusals - Trump's media appearances - Media bias accusations,disagreement
3005,interview refusals - debate moderation - fact-checking - Trump's press conferences,disagreement
3006,Trump interview refusals - Debate moderation - Media fact-checking - Harris's press conferences,disagreement
3007,Trump's interview choices - Media fact-checking - Kamala Harris's interviews - Debate moderation,disagreement
3008,Interview choices - Media fact-checking - Candidate press conferences - Trump's media appearances,disagreement
3009,Interview refusals - Media fact-checking - Candidate press conferences,disagreement
3010,Media interview choices - Candidate debate access - Fact-checking practices - Trump's interview behavior,disagreement
3011,Interview refusals - Media bias accusations - Fact-checking practices - Candidate debate strategies - Trump's media appearances,disagreement
3012,media bias - debate moderation - fact-checking - interview refusals - political accountability,inconclusive
3013,Interview refusals - Media fact-checking - Candidate debate behavior,disagreement
3014,Interview refusals - Media bias - Trump's debate appearances,disagreement
3015,Media bias - Fact-checking in interviews/debates - Trump's interview choices,disagreement
3016,media bias - debate fact-checking - Trump's interview refusals - Harris's interviews - 60 Minutes interview,disagreement
3017,Trump's media appearances - Debate fact-checking - 60 Minutes interview,inconclusive
3018,Trump interview refusals - media fact-checking - debate moderation - Kamala Harris interviews - 60 Minutes interview,disagreement
3019,Trump's media appearances - Debate fact-checking - 60 Minutes interview,disagreement
3020,interview refusals - media fact-checking - debate moderation,disagreement
3021,Interview refusals - Fact-checking - Media bias - Debate moderation,disagreement
3022,Media interview choices - Fact-checking in interviews/debates - Trump's debate/interview behavior,disagreement
3023,Interview refusals - Media fact-checking - Candidate debate behavior,disagreement
3024,Trump's interview refusals - Fact-checking in interviews/debates - Media bias allegations,disagreement
3025,Interview refusals - Fact-checking in interviews/debates - Media bias - Trump's debate behavior,disagreement
3026,Media fact-checking - Trump's media appearances - Debate moderation,disagreement
3027,Media interview choices - Fact-checking claims - Trump's debate/interview behavior,disagreement
3028,interview refusals - debate moderation - fact-checking - media bias - Trump's actions,inconclusive
3029,interview choices - debate moderation - allegations of lying - media bias - Trump's debate behavior,disagreement
3030,interview choices - debate moderation - Trump's interview frequency - fact-checking,disagreement
3031,Interview choices - Trump's debate behavior - Media bias - Fact-checking,inconclusive
3032,interview choices - debate moderation - media bias - Trump's communication style,disagreement
3033,Interview choices - Media bias - Trump's debate strategy - Fact-checking - Harris's press conferences,disagreement
3034,interview choices - debate moderation - Trump's media appearances - fact-checking,disagreement
3035,Interview choices - Trump's interviews - Debate moderation - Fact-checking in debates,disagreement
3036,Interview choices - Trump's debate strategy - Media bias - Fact-checking,inconclusive
3037,Interview choices - Media bias - Debate moderation - Trump's interview behavior - Double standards,disagreement
3038,Interview choices - Debate moderation - Trump's media appearances - Kamala Harris' interviews,disagreement
3039,Interview choices - Trump's media appearances - Debate moderation - Fact-checking - Harris's actions,disagreement
3040,Interview choices - Trump's interviews - Debate moderation,disagreement
3041,Interview choices - Debate moderation - Trump's interview behavior - Fact-checking,inconclusive
3042,interview choices - media bias - debate format - Trump's interviews,disagreement
3043,interview choices - media bias - Trump's interview behavior,disagreement
3044,interview avoidance - media bias - Trump's communication style - Harris' interviews,disagreement
3045,debate refusal - media bias - policy comparison - Trump's promises,disagreement
3046,US elections - Australian involvement - foreign policy,disagreement
3047,Trump support - US election impact - Australian perspective,disagreement
3048,Trump support - Foreign involvement in US politics - Border security,disagreement
3049,Trump support - Australian politics - User's freedom of speech,inconclusive
3050,set cost - production budget - financial waste,inconclusive
3051,podcast meaning - political implications - election concerns,inconclusive
3052,Harris Derangement Syndrome - Emhoff accusations - Domestic violence allegations,disagreement
3053,abortion access - maternal mortality - abortion complications,disagreement
3054,abortion access - unwanted pregnancies - foster care - exceptions to abortion bans,disagreement
3055,abortion debate - unwanted pregnancies - foster care system - exceptions to abortion,disagreement
3056,abortion debate - unwanted pregnancies - foster care system - exceptions to abortion,disagreement
3057,abortion debate - unwanted pregnancies - support systems for children - contraception effectiveness,disagreement
3058,abortion debate - unwanted pregnancies - financial impact of childbirth - contraception effectiveness - mental health consequences,inconclusive
3059,Abortion debate - Preventing unwanted pregnancies - Financial impact of pregnancy,disagreement
3060,abortion debate - unwanted pregnancy prevention - foster care system - financial hardship and abortion,disagreement
3061,abortion debate - unwanted pregnancies - foster care system,disagreement
3062,abortion debate - unwanted pregnancies - abortion exceptions,disagreement
3063,abortion complications - medically necessary abortions - elective abortions,disagreement
3064,Trump's intelligence - Name-calling - Political qualifications,disagreement
3065,cult behavior accusation - comment section conduct - incels,inconclusive
3066,YouTube dislikes - dislike extension - video editing,inconclusive
3067,video removal - interview availability - content platform,inconclusive
3068,interview length - Trump's speeches - criticism of current administration,disagreement
3069,interview reception - negative comments - social media engagement,disagreement
3070,negative comments - podcast viewership - damage control,disagreement
3071,negative comments - damage control - podcast reception,disagreement
3072,YouTube dislike counts - Browser extensions - Clown world,inconclusive
3073,video ratings - clown world - user sentiment,inconclusive
3074,YouTube engagement - popularity contest - intelligence assessment,disagreement
3075,public opinion - poll accuracy - political polarization,disagreement
3076,abortion laws - state voting rights - Texas abortion laws - political insults,disagreement
3077,State abortion laws - Texas abortion laws - Emotional responses,disagreement
3078,state abortion laws - Texas abortion vote - voting rights,disagreement
3079,Abortion laws - State vs. Federal control - Texas abortion vote,disagreement
3080,State abortion laws - Texas abortion vote - Bodily autonomy,disagreement
3081,State abortion laws - Texas abortion vote - State rights,inconclusive
3082,Texas abortion law - State abortion voting - Abortion rights debate,disagreement
3083,State abortion laws - Texas abortion vote - Abortion rights and restrictions,inconclusive
3084,Texas abortion law - State voting rights on abortion - Federalism vs. state control,inconclusive
3085,Texas abortion law - State abortion laws - Federalism debate,disagreement
3086,Texas abortion laws - State voting rights - Abortion ban referendum,disagreement
3087,abortion laws - state laws - gender roles - parental responsibility,disagreement
3088,Abortion laws - State laws - Gender roles - Second-class citizens,disagreement
3089,abortion laws - state voting rights - unborn life - voter participation,inconclusive
3090,state abortion laws - voter knowledge - abortion rights,disagreement
3091,abortion laws - state voting - voter awareness,inconclusive
3092,abortion laws - state voting - censorship - abortion restrictions,disagreement
3093,abortion laws - state vs. federal power - voter perspective - pro-life arguments,disagreement
3094,Candidate support - Political endorsements - Trump support,disagreement
3095,Campaign support - Trump support - Endorsements,disagreement
3096,candidate support - endorsements - political alignment,inconclusive
3097,campaign support - approval ratings - political affiliation,disagreement
3098,candidate support - campaign performance - interview recommendation,inconclusive
3099,candidate support - campaign performance - interview recommendation,inconclusive
3100,comment manipulation - upvote buying - Kamala Harris popularity,disagreement
3101,comment section manipulation - upvote bots - meaningless numbers,inconclusive
3102,echo chamber - online behavior - personal attacks,disagreement
3103,comment section censorship - Trump supporters - YouTube moderation,inconclusive
3104,COVID vaccine mandates - Mask mandates - COVID side effects - Vaccination status,inconclusive
3105,bodily autonomy - COVID vaccine mandate - inconsistency accusation,inconclusive
3106,vaccine mandates - bodily autonomy - abortion rights,disagreement
3107,COVID vaccine mandate - Bodily autonomy - Vaccine protection,disagreement
3108,COVID vaccine mandate - bodily autonomy - vaccine efficacy,inconclusive
3109,Kamala Harris support - Poll numbers - Lack of enthusiasm,inconclusive
3110,Kamala Harris support - Voter enthusiasm - Political alignment by state,inconclusive
3111,Kamala Harris support - Trump support - Election dynamics,disagreement
3112,Kamala Harris support - online engagement - accusations,disagreement
3113,Kamala Harris support - Echo chambers - Election popularity - Social media algorithms,inconclusive
3114,Kamala Harris support - Echo chambers - Election popularity perception - Social media algorithms,inconclusive
3115,Kamala Harris support - echo chambers - election popularity - political engagement,disagreement
3116,Kamala Harris support - echo chambers - election fairness concerns - media bias,inconclusive
3117,Kamala Harris's popularity - Social media echo chambers - Election fairness - Media bias,disagreement
3118,Kamala Harris support - online comment sections - election fairness - echo chambers,inconclusive
3119,Kamala Harris' popularity - Echo chambers - Election fairness - Online engagement,disagreement
3120,Kamala Harris support - online engagement bias - election popularity perception,disagreement
3121,Kamala Harris' popularity - echo chambers - election fairness - media bias,disagreement
3122,Kamala Harris support - Voter enthusiasm - Online comment behavior,inconclusive
3123,Kamala Harris support - Financial success - Economic inequality - Personal attacks,disagreement
3124,FEMA funding - Immigration spending - Political party affiliation - Blame attribution,disagreement
3125,podcast appearance impact - campaign strategy - public perception of Kamala Harris,disagreement
3126,Podcast appearance impact - Candidate campaign strategy - Podcast quality,disagreement
3127,podcast appearance - campaign strategy - debate performance - candidate visibility,disagreement
3128,Podcast appearance impact - Candidate debate performance - Campaign strategy critique,disagreement
3129,podcast appearance impact - Harris campaign strategy - candidate qualification,disagreement
3130,Podcast appearance - Candidate qualifications - Debate performance,disagreement
3131,podcast appearance critique - candidate debate performance - Trump's podcast request,disagreement
3132,Call Her Daddy podcast - Debate performance - Candidate qualifications,disagreement
3133,podcast appearance - debate performance - candidate qualifications,disagreement
3134,Podcast appearance criticism - Debate performance assessment - Candidate qualifications,disagreement
3135,Call Her Daddy podcast - Harris debate performance - Candidate communication strategy,disagreement
3136,Podcast appearance critique - Debate performance - Candidate qualifications - Evidence in arguments,disagreement
3137,interview length - grammar - criticism of interview,inconclusive
3138,podcast content - political targeting - gender critique,inconclusive
3139,perceived incompetence - political views - election outcome,inconclusive
3140,North Carolina damage - aid response - political affiliation,disagreement
3141,Disaster response - Podcast criticism - Priorities in spending,inconclusive
3142,Disaster relief - Fund allocation - Political responsibility,disagreement
3143,Disaster relief response - Political figure's actions - Podcast timing - Welfare programs,disagreement
3144,Disaster relief - Allocation of funds - Political affiliation,disagreement
3145,Disaster relief funding - Aid allocation - Political disagreement,inconclusive
3146,Disaster relief response - Allocation of funds - Political disagreement - Podcast timing,disagreement
3147,Disaster relief funding - Political figures' actions - FEMA funds allocation - Agree to disagree,inconclusive
3148,vaccine mandates - vaccine availability timeline - political responsibility,disagreement
3149,vaccine mandates - vaccine availability timeline - body autonomy,disagreement
3150,vaccine mandates - abortion comparison - personal choice,disagreement
3151,Kamala Harris' popularity - Trump's economic performance - Economic analysis dispute,disagreement
3152,Epstein Island allegations - Trump's involvement - Image verification,disagreement
3153,Misogyny - Kamala Harris - Willie Brown,inconclusive
3154,Foreign aid - Trump's policies - Political affiliation,disagreement
3155,foreign aid - border wall funding - Trump's immigration policies,disagreement
3156,YouTube dislike count - Hiding dislike numbers - Dislike trend,inconclusive
